,mi_score
EPAS1,0.004759241425614569
MT-ATP8,0.004724369824439911
RPGRIP1L,0.004717981665659954
GADD45B,0.004716003098158339
MAB21L3,0.004714633156141179
GNL1,0.004713905976649002
HNRNPM,0.004698463057870361
WDR82,0.004695001913288976
HEPACAM,0.004661088675194103
MAPK14,0.004658583806997241
OXLD1,0.004639809330727607
IFI6,0.004617581819871486
NUP93,0.004599588826200929
HSBP1,0.004597025307154556
THOC7,0.004585079263235814
ST14,0.004542728281943242
GBP1P1,0.004526496221832321
ZCRB1,0.004517238410257196
LETM1,0.004496123402662144
AMOTL2,0.0044856846933958305
COL6A3,0.004484445038339446
FOXO3,0.004473656380505897
SDC1,0.0044680037671729345
SNAPC1,0.004439612690931849
GATD1,0.004423464992722392
PGAM1,0.004417403877062798
RHNO1,0.004403664492087955
SLC25A1,0.004402018690314202
CCNI,0.004389647914751382
AP1M1,0.004386406822625588
RNF122,0.004352171340366473
FGD4,0.004350145414194095
RIN2,0.004312558033551905
MAP2K3,0.004305214249114897
CTNND1,0.004256150049279928
GYS1,0.004240608307594984
RPL37,0.0042020800170226025
MAGI2-AS3,0.004194929899179245
FUT11,0.004163406130132108
CAP1,0.004126653117155099
FAM162A,0.004105781543573883
ZHX1,0.004103448613616001
EMP2,0.004096514677316865
CDK5RAP2,0.004093249225998852
NUMA1,0.0040925592701497315
DEK,0.0040919475416660855
ARID5B,0.0040841070321755435
SNCG,0.004071841107297303
RPL17,0.004067853583861414
POLR2J,0.004063951365347096
FAM200B,0.0040630519025504075
ATP5F1E,0.004046974012843707
MGMT,0.004026821449918172
LINC01133,0.003974411425394564
H3C2,0.003973587176240745
SLC4A1,0.003961601315892294
MDFI,0.003922315933558629
EPB41L1,0.003921180749065556
TBC1D20,0.0039173505309064716
RBAK,0.00390562654659532
EPS8L2,0.0038740373167294173
HNRNPA1,0.0038557593316383976
DUSP23,0.003852964510171031
C1orf115,0.0038426272565952324
QSOX1,0.0038357417750913836
FABP5,0.0038239990816635316
ESRP2,0.0038104462831343167
YBX3,0.0038082852129941447
ZNF280B,0.003804926115332785
SHKBP1,0.0037932588463713834
PROSER1,0.0037898025237017574
DRAP1,0.0037739626843733554
PLSCR1,0.0037629889805650407
CDC42BPA,0.003759118649003801
COTL1,0.0037527845285438843
ISOC2,0.003752457478017668
AXIN1,0.003737991056906198
TMSB4XP4,0.0037251765876300524
HMGCS1,0.003722339681136999
ACVR2B,0.003708471779194422
BRWD3,0.003687386532489789
MACC1,0.0036773545931259033
RAC1,0.0036563865795948836
PRR14L,0.003634204142217712
MAGED2,0.0036236119019021906
AVPI1,0.0036197502454804464
PTOV1,0.003618688577864626
BMPR1B,0.00360282811271051
MT-ND1,0.0035990799845020405
ZBTB20,0.0035954653457090924
COPS9,0.003578654569827977
MT-ATP6,0.003576373924671694
ATP5MG,0.0035693433204604386
GNAS,0.0035676104294641853
HSPA5,0.0035588938000530312
DDIT3,0.00355723618655146
WDR18,0.0035570257343948697
H1-1,0.003555716347769078
ANXA1,0.00354926933093358
AAMDC,0.003546591907396479
PGLS,0.003494899007334018
CRBN,0.003492835634844038
REST,0.003487349800230133
CAST,0.0034720787090924965
KIF5B,0.0034657368053638837
SART1,0.0034502146253283517
SOX4,0.0034284630790095694
TMA7,0.0034243237881375066
FAM210B,0.003398902859357289
CD151,0.003391807858446727
MT-TS1,0.0033900897022700605
RBX1,0.0033862169741765147
RAB35,0.003354802667382195
FAM20B,0.0033351753301475995
CBX3,0.0033100809502988326
UQCRQ,0.003296979800053279
TUBA5P,0.0032896341401582596
UIMC1,0.003273836946326325
DCAF6,0.0032631883148830365
KRT7,0.003233275880974773
SIGMAR1,0.003224407179487798
CENPM,0.003223775793838035
MT-ND4,0.003221666985916638
NDUFB4,0.0032174127390918184
DCTN1,0.003207699901701666
KRT15,0.003196357206442846
RASGEF1B,0.0031923139154652613
KIF3B,0.003170792363180741
DTD1,0.003169275144241812
WARS2,0.003150422560382893
CEP83,0.0031449457386945046
SRA1,0.003144271804555565
MRPL45,0.003133481648889269
WIPF2,0.0031297721229577302
RGPD4-AS1,0.003109913967534572
HERC1,0.00308598430813789
EID1,0.003076299640701885
WBP4,0.0030522562460808533
ANKRD40,0.0030282551938518587
SERINC2,0.0030034018761146974
GOLGA5,0.0029898348708139455
NCOR2,0.002989627587775212
TEX261,0.0029789836517080115
FCHO2,0.0029742755749198047
FOXP4,0.0029534639634667403
CEP55,0.002946709696892258
FOXRED2,0.0029392862338906145
SOX11,0.0029218186860875406
ECH1,0.0028913083725352617
RB1CC1,0.0028855210166105483
SFN,0.0028708672132073954
ZNF385A,0.002849608811321902
TPD52L1,0.0028302775145176984
NEDD9,0.002797448180057449
VIT,0.002796432285393946
RPL28,0.002796088665884655
RPS21,0.002795431295859352
CASK,0.0027931671361343113
EFNA2,0.0027745143023631957
CEP63,0.002773609473205596
B3GAT2,0.0027591291086703773
H1-3,0.002731583833769813
MRPL14,0.0027199668187476433
MLLT6,0.002696229199726119
SEC61G,0.002692319524512321
PTPRE,0.0026655839820903804
MT2A,0.0026223773894273883
APOOL,0.0026210880020520744
CERS6,0.0026204998166030613
HRAS,0.0025984287398872485
FAM181B,0.002577033735751577
PAIP2,0.0025716805058135783
CAV1,0.00256118869763311
HDGF,0.002547803732819265
LPAR4,0.002547426996425406
FAM120A,0.0025403091614231155
CADM1,0.0025340020816200237
SH3RF1,0.0025309107233069117
CCDC88A,0.0025107614139252554
TUBA1C,0.002503428101781724
KEAP1,0.0024781162908589227
GNB1,0.002476088089936823
ZFP36L1,0.002474003734905139
APEH,0.0024691954642659386
DKK1,0.0024667280962114013
PLK1,0.002463082057878818
SELENOH,0.002450868999804845
ATN1,0.0024506493466327495
CKS1B,0.002432097375837605
YEATS4,0.00241496417512832
ARHGEF26,0.002414337839633518
POLR2A,0.002412162420757147
FLAD1,0.002403438900072219
ZFC3H1,0.0023914337744763703
CYB5R3,0.002389348200916963
AGAP1,0.0023652104664468876
LINC02582,0.002363796487747205
KLF6,0.0023585254119240506
EFCAB2,0.002352856436383277
SCNM1,0.002337999701804039
CHPF,0.0023350893688118823
SLMAP,0.002308842554924695
ANKRD28,0.0023087136681259057
PKP4,0.0022959580116552747
IGFBP7,0.0022846724111382777
TMEM52B,0.0022820664255902567
PPP4R2,0.002273500373520587
SMARCB1,0.0022503758721788003
TCEAL4,0.0022449252920828666
TAF13,0.0022344941095091553
GTF3A,0.0022153034538285876
DGUOK-AS1,0.002211708325405848
UBE2D1,0.0022101642319725112
DYNC2I1,0.0021982289906152808
ERO1A,0.002172426824750495
H4C5,0.0021516278530697708
DAAM1,0.0021210414823016333
UBE2Q2,0.002120303814395985
NUAK1,0.002106510241522086
DANT1,0.0020740597226780455
FLOT1,0.0020570515928581834
